C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,Ms
0.38,0.52,0.37,3.23,0.08,0.44,0.58,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,578.0
0.35,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0
0.45,0.8,0.25,1.15,0.55,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0
0.39,0.55,0.3,1.6,0.0,0.2,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,600.0
0.3,0.5,0.2,1.25,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0
0.0,0.0,0.0,0.0,18.93519,0.0,0.0,0.0,0.43763,0.0,0.0,0.0,0.0,0.0,0.0,587.15
0.06,0.67,0.53,0.0,3.32,0.01,0.0,0.0,0.006,0.0,0.06,0.0,0.024,0.0,0.0,744.0
0.4,0.48,0.15,0.15,1.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0
0.5,0.75,0.25,0.95,0.15,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0
0.1,1.5,0.37,0.0,0.0,0.0,0.022,0.0,0.044,0.0,0.0,0.023,0.023,0.0,0.0,754.0
0.39,0.45,0.58,1.45,0.13,0.47,0.7,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,613.0
0.3,0.5,0.25,1.28,0.09,0.0,0.05,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,633.0
0.0,0.0,0.0,0.0,30.80617,0.0,0.0,0.0,0.0,0.0,0.0,1.98324,0.0,0.0,0.0,191.15
0.31,0.32,0.41,2.36,0.31,0.22,0.32,0.0,0.013,8.59,0.16,0.0,0.0,0.0,0.0,673.0
0.23,0.53,0.3,1.55,0.3,0.29,0.21,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,621.0
0.81,0.33,0.15,3.77,0.12,0.44,1.07,0.0,0.0,18.25,0.0,0.0,0.0,0.0,0.0,412.0
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,648.0
0.32,1.5,0.18,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.31,0.62,0.2,0.64,2.63,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0
0.16,1.12,0.22,0.99,0.12,0.02,0.01,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,673.0
0.0,0.0,0.96046,0.0,19.65063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.15
0.12,1.28,0.4,0.0,0.62,0.0,0.0,0.0,0.021,0.0,0.67,0.0,0.18,0.0,0.0,748.0
0.32,0.57,0.2,1.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0
0.13,1.08,0.14,0.88,1.13,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0
0.48,0.8,0.25,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0
0.4,0.6,1.0,5.0,0.0,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0
0.55,0.0,0.0,3.9,0.0,0.45,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0
